Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,0.7200001009623209,0,0,0,0.72
8.0,1.0,1.0,0,,,,0.7200001018524169,0,0,0,0.72
8.0,2.0,1.0,0,,,,0.7200001008351644,0,0,0,0.72
8.0,3.0,1.0,0,,,,0.7200001007080078,0,0,0,0.72
8.0,4.0,1.0,0,,,,0.7200001015981038,0,0,0,0.72
8.0,5.0,1.0,0,,,,0.720000099436442,0,0,0,0.72
8.0,6.0,1.0,0,,,,0.7200001042167345,0,0,0,33.363862339263804
8.0,7.0,1.0,0,,,,0.7200001006384691,0,0,0,97.68634998814788
8.0,8.0,1.0,0,,,,1.1259333680470782,0,0,0,175.62090798579302
8.0,9.0,1.0,0,,,,0.8493167622884115,0,0,0,237.30739930646104
8.0,10.0,1.0,0,,,,1.2606833609263104,0,0,0,356.4668723025445
8.0,11.0,1.0,0,,,,1.3903000000000003,0,0,0,384.33386749884363
8.0,12.0,1.0,0,,,,2.8457333333333334,0,0,0,290.52334653841484
8.0,13.0,1.0,0,,,,3.665333333333333,0,0,0,215.16113055164465
8.0,14.0,1.0,0,,,,2.161833333333333,0,0,0,200.453089961672
8.0,15.0,1.0,0,,,,1.9086000000000003,0,0,0,239.193267056988
8.0,16.0,1.0,0,,,,1.2045333333333335,0,0,0,184.56102375337036
8.0,17.0,1.0,0,,,,0.7384167622884112,0,0,0,100.2951934943696
8.0,18.0,1.0,0,,,,0.7200001164754232,0,0,0,59.38898954039051
8.0,19.0,1.0,0,,,,0.7200000995159149,0,0,0,24.33527169260496
8.0,20.0,1.0,0,,,,0.7200001011848449,0,0,0,0.72
8.0,21.0,1.0,0,,,,0.720000100326538,0,0,0,0.72
8.0,22.0,1.0,0,,,,0.7200001000816564,0,0,0,0.72
8.0,23.0,1.0,0,,,,0.7200001015007496,0,0,0,0.72
8.0,24.0,1.0,0,,,,0.720000103410085,0,0,0,0.72
8.0,1.0,2.0,0,,,,0.7200000999112923,0,0,0,0.72
8.0,2.0,2.0,0,,,,0.7200000999271869,0,0,0,0.72
8.0,3.0,2.0,0,,,,0.7200000997106234,0,0,0,0.72
8.0,4.0,2.0,0,,,,0.7200000999291738,0,0,0,0.72
8.0,5.0,2.0,0,,,,0.7200000996947288,0,0,0,0.72
8.0,6.0,2.0,0,,,,0.7201667609989643,0,0,0,34.93300198459798
8.0,7.0,2.0,0,,,,0.7239834178407986,0,0,0,82.12142220778739
8.0,8.0,2.0,0,,,,1.0443000470479329,0,0,0,110.54136625973132
8.0,9.0,2.0,0,,,,1.886483333333333,0,0,0,127.52406324652044
8.0,10.0,2.0,0,,,,1.6382000033060709,0,0,0,140.10128773799272
8.0,11.0,2.0,0,,,,1.2407500425974534,0,0,0,279.96705453851695
8.0,12.0,2.0,0,,,,1.5493833424886065,0,0,0,567.8149725159838
8.0,13.0,2.0,0,,,,2.8225,0,0,0,798.5354337461102
8.0,14.0,2.0,0,,,,5.535066666666665,0,0,0,962.722801474794
8.0,15.0,2.0,0,,,,3.8092500000000014,0,0,0,1069.9852736897385
8.0,16.0,2.0,0,,,,3.514750000000001,0,0,0,1083.4183469765708
8.0,17.0,2.0,0,,,,3.241266666666667,0,0,0,1005.9275588352292
8.0,18.0,2.0,0,,,,4.155316668446859,0,0,0,824.4167526067204
8.0,19.0,2.0,0,,,,0.7200001003424327,0,0,0,474.8903417896706
8.0,20.0,2.0,0,,,,0.7200001004199187,0,0,0,0.72
8.0,21.0,2.0,0,,,,0.720000102742513,0,0,0,0.72
8.0,22.0,2.0,0,,,,0.7200000986099243,0,0,0,0.72
8.0,23.0,2.0,0,,,,0.7200001000305016,0,0,0,0.72
8.0,24.0,2.0,0,,,,0.7200000998338063,0,0,0,0.72
8.0,1.0,3.0,0,,,,0.72000009983778,0,0,0,0.72
8.0,2.0,3.0,0,,,,0.7200000999132792,0,0,0,0.72
8.0,3.0,3.0,0,,,,0.7200001003503799,0,0,0,0.72
8.0,4.0,3.0,0,,,,0.7200000999132792,0,0,0,0.72
8.0,5.0,3.0,0,,,,0.7200000997424125,0,0,0,0.72
8.0,6.0,3.0,0,,,,0.7200000994523366,0,0,0,27.63300854314285
8.0,7.0,3.0,0,,,,0.7200001049995423,0,0,0,73.79989829676968
8.0,8.0,3.0,0,,,,0.8390833946228026,0,0,0,100.72923134166462
8.0,9.0,3.0,0,,,,1.0331334248860677,0,0,0,129.4947354715641
8.0,10.0,3.0,0,,,,1.4413666684468587,0,0,0,237.96619729074865
8.0,11.0,3.0,0,,,,1.62425,0,0,0,355.96592934980964
8.0,12.0,3.0,0,,,,1.6609500000000004,0,0,0,585.9109374441966
8.0,13.0,3.0,0,,,,2.9571500000000004,0,0,0,706.3239678322294
8.0,14.0,3.0,0,,,,6.821333333333332,0,0,0,785.3785916218834
8.0,15.0,3.0,0,,,,4.326783333333333,0,0,0,879.596226226554
8.0,16.0,3.0,0,,,,5.2066833333333316,0,0,0,1029.2516641169661
8.0,17.0,3.0,0,,,,5.432966666666666,0,0,0,807.7963421730524
8.0,18.0,3.0,0,,,,0.962216776657104,0,0,0,526.7780328357618
8.0,19.0,3.0,0,,,,0.7200001005470752,0,0,0,211.33786225413067
8.0,20.0,3.0,0,,,,0.7200001021067302,0,0,0,0.72
8.0,21.0,3.0,0,,,,0.7200001038869221,0,0,0,0.72
8.0,22.0,3.0,0,,,,0.720000103800659,0,0,0,0.72
8.0,23.0,3.0,0,,,,0.7200000993890855,0,0,0,0.72
8.0,24.0,3.0,0,,,,0.7200000991821289,0,0,0,0.72
8.0,1.0,4.0,0,,,,0.7200000997415827,0,0,0,0.72
8.0,2.0,4.0,0,,,,0.7200000996490319,0,0,0,0.72
8.0,3.0,4.0,0,,,,0.720000099615256,0,0,0,0.72
8.0,4.0,4.0,0,,,,0.7200000978310903,0,0,0,0.72
8.0,5.0,4.0,0,,,,2.165300048303604,0,0,0,0.72
8.0,6.0,4.0,0,,,,3.392499999999999,0,0,0,27.136514110742095
8.0,7.0,4.0,0,,,,1.91695,0,0,0,102.89007016055258
8.0,8.0,4.0,0,,,,2.221016666666667,0,0,0,197.83660368216
8.0,9.0,4.0,0,,,,2.0136833333333337,0,0,0,282.4068247403771
8.0,10.0,4.0,0,,,,2.034816666666666,0,0,0,340.2885351899038
8.0,11.0,4.0,0,,,,2.1794166666666666,0,0,0,455.07449986588585
8.0,12.0,4.0,0,,,,2.7704500000000003,0,0,0,599.9524772457295
8.0,13.0,4.0,0,,,,3.0865333333333336,0,0,0,657.4726765930957
8.0,14.0,4.0,0,,,,3.6218999999999992,0,0,0,629.086969550764
8.0,15.0,4.0,0,,,,3.6963999999999997,0,0,0,696.5201862692422
8.0,16.0,4.0,0,,,,1.1853833333333337,0,0,0,564.4149580051725
8.0,17.0,4.0,0,,,,1.3873333333333333,0,0,0,524.7956775286032
8.0,18.0,4.0,0,,,,1.1327333333333334,0,0,0,476.02093348516473
8.0,19.0,4.0,0,,,,3.381233333333334,0,0,0,203.2348517357743
8.0,20.0,4.0,0,,,,1.386016666666667,0,0,0,0.72
8.0,21.0,4.0,0,,,,1.390466666666667,0,0,0,0.72
8.0,22.0,4.0,0,,,,1.2544,0,0,0,0.72
8.0,23.0,4.0,0,,,,2.0874333333333333,0,0,0,0.72
8.0,24.0,4.0,0,,,,4.097866666666664,0,0,0,0.72
8.0,1.0,5.0,0,,,,2.482383333333333,0,0,0,0.72
8.0,2.0,5.0,0,,,,3.233716666666668,0,0,0,0.72
8.0,3.0,5.0,0,,,,1.9091333333333336,0,0,0,0.72
8.0,4.0,5.0,0,,,,2.0974500000000003,0,0,0,0.72
8.0,5.0,5.0,0,,,,1.4008333333333334,0,0,0,0.72
8.0,6.0,5.0,0,,,,1.296716666666667,0,0,0,22.19354011823801
8.0,7.0,5.0,0,,,,1.7396999999999998,0,0,0,81.45104224598593
8.0,8.0,5.0,0,,,,1.48205,0,0,0,145.28981291823783
8.0,9.0,5.0,0,,,,1.5688000000000004,0,0,0,175.5572764719922
8.0,10.0,5.0,0,,,,2.2557833333333326,0,0,0,197.05971136904
8.0,11.0,5.0,0,,,,1.3637166666666678,0,0,0,316.27269554950806
8.0,12.0,5.0,0,,,,2.534233333333333,0,0,0,580.7641473572388
8.0,13.0,5.0,0,,,,3.6863,0,0,0,632.0299224320495
8.0,14.0,5.0,0,,,,4.4988,0,0,0,669.6035914976878
8.0,15.0,5.0,0,,,,4.499633333333333,0,0,0,731.4204208490323
8.0,16.0,5.0,0,,,,4.047650000000001,0,0,0,523.7048473183224
8.0,17.0,5.0,0,,,,3.8955833333333336,0,0,0,795.6568696922636
8.0,18.0,5.0,0,,,,3.9134416666666656,0,0,0,580.8897738903456
8.0,19.0,5.0,0,,,,1.4077583333333337,0,0,0,251.02281549513265
8.0,20.0,5.0,0,,,,1.3769500000000003,0,0,0,0.72
8.0,21.0,5.0,0,,,,1.618916666666666,0,0,0,0.72
8.0,22.0,5.0,0,,,,4.054416666666667,0,0,0,0.72
8.0,23.0,5.0,0,,,,1.9056166666666672,0,0,0,0.72
8.0,24.0,5.0,0,,,,2.3487333333333327,0,0,0,0.72
8.0,1.0,6.0,0,,,,2.3816500000000005,0,0,0,0.72
8.0,2.0,6.0,0,,,,1.3908999999999994,0,0,0,0.72
8.0,3.0,6.0,0,,,,2.001666666666667,0,0,0,0.72
8.0,4.0,6.0,0,,,,1.3316000000000001,0,0,0,0.72
8.0,5.0,6.0,0,,,,1.6012166666666676,0,0,0,0.72
8.0,6.0,6.0,0,,,,1.3000166666666666,0,0,0,28.80651892072045
8.0,7.0,6.0,0,,,,1.4727333333333328,0,0,0,78.89266742644925
8.0,8.0,6.0,0,,,,2.45585,0,0,0,109.94322201204245
8.0,9.0,6.0,0,,,,1.6515833333333336,0,0,0,136.74078588400832
8.0,10.0,6.0,0,,,,2.464883333333333,0,0,0,153.70571845567108
8.0,11.0,6.0,0,,,,2.375633333333333,0,0,0,289.68760361503064
8.0,12.0,6.0,0,,,,3.333783333333333,0,0,0,562.5925203011378
8.0,13.0,6.0,0,,,,1.7144999999999997,0,0,0,778.6192483922797
8.0,14.0,6.0,0,,,,2.0974500000000003,0,0,0,932.060106156062
8.0,15.0,6.0,0,,,,2.6859166666666665,0,0,0,991.1774356154476
8.0,16.0,6.0,0,,,,1.9633999999999994,0,0,0,888.8792094340042
8.0,17.0,6.0,0,,,,2.3654833333333336,0,0,0,839.1219384213873
8.0,18.0,6.0,0,,,,2.6193,0,0,0,640.9863588920604
8.0,19.0,6.0,0,,,,2.138533333333333,0,0,0,286.0931202292497
8.0,20.0,6.0,0,,,,2.7458166666666664,0,0,0,0.72
8.0,21.0,6.0,0,,,,2.4411333333333336,0,0,0,0.72
8.0,22.0,6.0,0,,,,2.440366666666666,0,0,0,0.72
8.0,23.0,6.0,0,,,,2.6028166666666666,0,0,0,0.72
8.0,24.0,6.0,0,,,,1.8230916666666666,0,0,0,0.72
8.0,1.0,7.0,0,,,,2.2992,0,0,0,0.72
8.0,2.0,7.0,0,,,,2.3087333333333335,0,0,0,0.72
8.0,3.0,7.0,0,,,,1.844666666666667,0,0,0,0.72
8.0,4.0,7.0,0,,,,1.5228666666666673,0,0,0,0.72
8.0,5.0,7.0,0,,,,0.9492833333333334,0,0,0,0.72
8.0,6.0,7.0,0,,,,1.7536666666666663,0,0,0,24.16759443797622
8.0,7.0,7.0,0,,,,2.366933333333333,0,0,0,102.14988314536564
8.0,8.0,7.0,0,,,,1.7110166666666666,0,0,0,183.33379748207489
8.0,9.0,7.0,0,,,,1.4778000000000002,0,0,0,254.85007597412067
8.0,10.0,7.0,0,,,,1.5729500000000003,0,0,0,326.2611445994609
8.0,11.0,7.0,0,,,,1.8675999999999995,0,0,0,445.64100703008995
8.0,12.0,7.0,0,,,,2.424499999999999,0,0,0,593.317376549011
8.0,13.0,7.0,0,,,,2.1803666666666666,0,0,0,691.2613222325512
8.0,14.0,7.0,0,,,,2.2969500000000003,0,0,0,698.8274581271186
8.0,15.0,7.0,0,,,,3.16645,0,0,0,663.7483413484285
8.0,16.0,7.0,0,,,,2.4985,0,0,0,551.7248407422641
8.0,17.0,7.0,0,,,,2.5885333333333325,0,0,0,265.1319402494438
8.0,18.0,7.0,0,,,,2.39175,0,0,0,134.69969415993768
8.0,19.0,7.0,0,,,,2.7129166666666666,0,0,0,30.53057799935385
8.0,20.0,7.0,0,,,,2.4892166666666666,0,0,0,0.72
8.0,21.0,7.0,0,,,,3.370916666666668,0,0,0,0.72
8.0,22.0,7.0,0,,,,2.6361833333333324,0,0,0,0.72
8.0,23.0,7.0,0,,,,2.39905,0,0,0,0.72
8.0,24.0,7.0,0,,,,3.0549083333333327,0,0,0,0.72
8.0,1.0,1.0,0,,,,2.2505999999999995,0,0,0,0.72
8.0,2.0,1.0,0,,,,2.747533333333333,0,0,0,0.72
8.0,3.0,1.0,0,,,,1.4969333333333328,0,0,0,0.72
8.0,4.0,1.0,0,,,,2.6738,0,0,0,0.72
8.0,5.0,1.0,0,,,,0.9508,0,0,0,0.72
8.0,6.0,1.0,0,,,,0.9695166666666666,0,0,0,19.429052981585976
8.0,7.0,1.0,0,,,,1.5890166666666665,0,0,0,109.55363834660147
8.0,8.0,1.0,0,,,,2.523550000000001,0,0,0,171.2257093977641
8.0,9.0,1.0,0,,,,1.413566666666667,0,0,0,205.4473756769863
8.0,10.0,1.0,0,,,,1.2825000000000002,0,0,0,227.46758412417992
8.0,11.0,1.0,0,,,,2.3955333333333337,0,0,0,344.19363543876307
8.0,12.0,1.0,0,,,,2.0815500000000005,0,0,0,570.4987957992909
8.0,13.0,1.0,0,,,,2.1547,0,0,0,524.1159671452637
8.0,14.0,1.0,0,,,,1.999416666666666,0,0,0,650.8263743320791
8.0,15.0,1.0,0,,,,3.1203499999999993,0,0,0,658.4802091252186
8.0,16.0,1.0,0,,,,2.455583333333334,0,0,0,598.366651636313
8.0,17.0,1.0,0,,,,2.5490666666666666,0,0,0,458.1141076404299
8.0,18.0,1.0,0,,,,2.617233333333333,0,0,0,350.2441382929633
8.0,19.0,1.0,0,,,,2.501966666666667,0,0,0,50.14768202429353
8.0,20.0,1.0,0,,,,3.272383333333333,0,0,0,0.72
8.0,21.0,1.0,0,,,,2.7309666666666663,0,0,0,0.72
8.0,22.0,1.0,0,,,,2.8587499999999997,0,0,0,0.72
8.0,23.0,1.0,0,,,,3.00725,0,0,0,0.72
8.0,24.0,1.0,0,,,,2.166958333333333,0,0,0,0.72
8.0,1.0,2.0,0,,,,2.633649999999999,0,0,0,0.72
8.0,2.0,2.0,0,,,,2.103883333333333,0,0,0,0.72
8.0,3.0,2.0,0,,,,2.415733333333333,0,0,0,0.72
8.0,4.0,2.0,0,,,,1.4312333333333336,0,0,0,0.72
