Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,1.7616833333333333,0,0,0,0.0
8.0,1.0,1.0,0,,,,0.6907833333333332,0,0,0,0.0
8.0,2.0,1.0,0,,,,0.6887500000000002,0,0,0,0.0
8.0,3.0,1.0,0,,,,0.6335666666666667,0,0,0,0.0
8.0,4.0,1.0,0,,,,0.6768111114501949,0,0,0,0.0
8.0,5.0,1.0,0,,,,0.62045,0,0,0,0.0
8.0,6.0,1.0,0,,,,1.5073555552164717,0,0,0,32.06220840107657
8.0,7.0,1.0,0,,,,1.7468499999999996,0,0,0,95.23858693253638
8.0,8.0,1.0,0,,,,0.7401888895670576,0,0,0,171.78449360856115
8.0,9.0,1.0,0,,,,1.383166666666667,0,0,0,232.3718444465032
8.0,10.0,1.0,0,,,,1.531249997965495,0,0,0,349.4081135146886
8.0,11.0,1.0,0,,,,1.783783333333334,0,0,0,376.77856981087484
8.0,12.0,1.0,0,,,,1.873377775065105,0,0,0,284.6395808031586
8.0,13.0,1.0,0,,,,2.34505,0,0,0,210.6201817068548
8.0,14.0,1.0,0,,,,2.2885194458007807,0,0,0,196.17421150681542
8.0,15.0,1.0,0,,,,2.5597000000000008,0,0,0,234.22410948199007
8.0,16.0,1.0,0,,,,2.487122224934895,0,0,0,180.56531285999654
8.0,17.0,1.0,0,,,,2.41095,0,0,0,97.80094561769931
8.0,18.0,1.0,0,,,,2.5931277750651045,0,0,0,57.62361542194288
8.0,19.0,1.0,0,,,,3.124483333333333,0,0,0,23.194490731130195
8.0,20.0,1.0,0,,,,3.0488611124674465,0,0,0,0.0
8.0,21.0,1.0,0,,,,3.568816666666667,0,0,0,0.0
8.0,22.0,1.0,0,,,,2.022833333333333,0,0,0,0.0
8.0,23.0,1.0,0,,,,2.4983499999999994,0,0,0,0.0
8.0,24.0,1.0,0,,,,0.8819222218831377,0,0,0,0.0
