Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,1.4945166666666674,0,0,0,0.0
8.0,1.0,1.0,0,,,,1.1853499999999997,0,0,0,0.0
8.0,2.0,1.0,0,,,,1.2106000000000003,0,0,0,0.0
8.0,3.0,1.0,0,,,,1.512016666666667,0,0,0,0.0
8.0,4.0,1.0,0,,,,2.5578833333333337,0,0,0,0.0
8.0,5.0,1.0,0,,,,0.9428833333333334,0,0,0,0.0
8.0,6.0,1.0,0,,,,0.8563499999999997,0,0,0,33.53200262275916
8.0,7.0,1.0,0,,,,0.9258833333333332,0,0,0,99.60450967259185
8.0,8.0,1.0,0,,,,2.0711000000000004,0,0,0,179.6594301357673
8.0,9.0,1.0,0,,,,3.3353500000000005,0,0,0,243.02422340857518
8.0,10.0,1.0,0,,,,3.756383333333333,0,0,0,365.42566351712884
8.0,11.0,1.0,0,,,,3.9093333333333327,0,0,0,394.050834959749
8.0,12.0,1.0,0,,,,2.863233333333333,0,0,0,297.6880148315704
8.0,13.0,1.0,0,,,,3.755766666666666,0,0,0,220.27542198756106
8.0,14.0,1.0,0,,,,2.814166673787436,0,0,0,205.16722031360035
8.0,15.0,1.0,0,,,,0.2090334330240885,0,0,0,244.96139988909192
8.0,16.0,1.0,0,,,,1.0305333653767907,0,0,0,188.84277928270936
8.0,17.0,1.0,0,,,,0.1064000308990478,0,0,0,102.28433188185824
8.0,18.0,1.0,0,,,,2.0559000020345057,0,0,0,60.26519443983696
8.0,19.0,1.0,0,,,,2.146633333333334,0,0,0,24.257771464167316
8.0,20.0,1.0,0,,,,1.7129166666666673,0,0,0,0.0
8.0,21.0,1.0,0,,,,1.6071333333333335,0,0,0,0.0
8.0,22.0,1.0,0,,,,1.4800000000000006,0,0,0,0.0
8.0,23.0,1.0,0,,,,1.382083333333333,0,0,0,0.0
