Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,0.7707166666666666,0,0,0,0.0
8.0,1.0,1.0,0,,,,0.8917500000000004,0,0,0,0.0
8.0,2.0,1.0,0,,,,1.4260000000000006,0,0,0,0.0
8.0,3.0,1.0,0,,,,0.2345499999999998,0,0,0,0.0
8.0,4.0,1.0,0,,,,0.2352999999999997,0,0,0,0.0
8.0,5.0,1.0,0,,,,0.2948166666666669,0,0,0,0.0
8.0,6.0,1.0,0,,,,0.2676999999999999,0,0,0,35.36284298149867
8.0,7.0,1.0,0,,,,0.5473500000000003,0,0,0,105.04289515384751
8.0,8.0,1.0,0,,,,0.3123666666666665,0,0,0,189.46879759947643
8.0,9.0,1.0,0,,,,0.4044,0,0,0,256.2932953865713
8.0,10.0,1.0,0,,,,0.6441999999999997,0,0,0,385.3778286297556
8.0,11.0,1.0,0,,,,0.480466666666667,0,0,0,415.56592847073557
8.0,12.0,1.0,0,,,,0.1711333333333332,0,0,0,313.9417184352067
8.0,13.0,1.0,0,,,,0.1715333333333332,0,0,0,232.30241414637354
8.0,14.0,1.0,0,,,,0.1720666666666665,0,0,0,216.36930780793895
8.0,15.0,1.0,0,,,,0.7430999999999999,0,0,0,258.33624129942496
8.0,16.0,1.0,0,,,,3.4765666666666672,0,0,0,199.1535556970192
8.0,17.0,1.0,0,,,,1.589966666666667,0,0,0,107.86903509755312
8.0,18.0,1.0,0,,,,2.394866666666667,0,0,0,63.55566150346677
8.0,19.0,1.0,0,,,,3.7947500000000014,0,0,0,25.58224073340008
8.0,20.0,1.0,0,,,,3.320166666666668,0,0,0,0.0
8.0,21.0,1.0,0,,,,1.7074500000000004,0,0,0,0.0
8.0,22.0,1.0,0,,,,2.5115333333333334,0,0,0,0.0
8.0,23.0,1.0,0,,,,0.8765333333333332,0,0,0,0.0
8.0,24.0,1.0,0,,,,1.1414166666666683,0,0,0,0.0
8.0,1.0,2.0,0,,,,1.5170833333333338,0,0,0,0.0
8.0,2.0,2.0,0,,,,0.2119333333333333,0,0,0,0.0
8.0,3.0,2.0,0,,,,1.127033333333333,0,0,0,0.0
8.0,4.0,2.0,0,,,,0.6340166666666649,0,0,0,0.0
8.0,5.0,2.0,0,,,,0.2408999999999998,0,0,0,0.0
