Wind Speed [m/s],6h Prediction Wind Speed [m/s],12h Prediction Wind Speed [m/s],24h Prediction Wind Speed [m/s],Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Relative Humidity [%],12h Prediction Relative Humidity [%],24h Prediction Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
0.25,0.25,0.4,0.2,24.424999999999997,67.17,114.0,418.0,20.0,13.125,20.725,82.6625,92.01750000000001,46.790000000000006,31.25,0.0,75.5,261.75,0.0,942.0
0.25,0.3,0.45000000000000007,0.15000000000000002,24.75,66.1575,211.5,571.0,18.85,12.325000000000001,21.325000000000003,86.84,92.1675,44.385,0.0,0.0,76.0,0.0,0.0,940.25
0.35,0.4,0.525,0.15000000000000002,24.575000000000003,65.4725,104.0,824.0,17.200000000000003,11.399999999999999,21.65,89.8525,93.00999999999999,43.792500000000004,0.0,0.0,73.25,0.0,0.0,924.5
0.35,0.5,0.5,0.15000000000000002,23.95,66.0675,117.5,659.75,16.125,10.575000000000001,21.475,89.73500000000001,94.69,44.650000000000006,0.0,0.0,68.0,0.0,0.0,892.0
0.30000000000000004,0.5,0.42500000000000004,0.1,23.1,68.39750000000001,93.75,450.75,14.95,10.025,21.0,90.635,95.7,46.965,0.0,0.0,60.5,0.0,0.0,829.0
0.25,0.4,0.35,0.225,21.775000000000002,73.1875,72.0,530.75,14.025,9.4,19.8,91.75999999999999,95.7325,54.67,0.0,0.0,49.75,0.0,0.0,710.5
0.25,0.4,0.275,0.6000000000000001,20.0,82.6625,31.25,261.75,13.125,9.45,17.300000000000004,92.01750000000001,95.035,66.5775,0.0,0.0,24.5,0.0,0.0,419.0
0.3,0.45000000000000007,0.25,0.8500000000000001,18.85,86.84,0.0,0.0,12.325000000000001,11.125,15.5,92.1675,87.48750000000001,69.83,0.0,30.25,0.0,0.0,505.0,0.0
0.4,0.525,0.2,0.9,17.200000000000003,89.8525,0.0,0.0,11.399999999999999,14.225,13.85,93.00999999999999,75.0575,75.28,0.0,49.0,0.0,0.0,738.75,0.0
0.5,0.5,0.2,0.9,16.125,89.73500000000001,0.0,0.0,10.575000000000001,17.0,13.325000000000001,94.69,62.272499999999994,75.73,0.0,60.0,0.0,0.0,847.5,0.0
0.5,0.42500000000000004,0.2,0.8500000000000001,14.95,90.635,0.0,0.0,10.025,18.9,12.725,95.7,54.442499999999995,76.6225,0.0,68.25,0.0,0.0,902.25,0.0
0.4,0.35,0.2,0.8,14.025,91.75999999999999,0.0,0.0,9.4,19.9,11.924999999999999,95.7325,50.175,78.42,0.0,73.5,0.0,0.0,930.0,0.0
0.4,0.275,0.2,0.7000000000000001,13.125,92.01750000000001,0.0,0.0,9.45,20.725,11.275,95.035,46.790000000000006,82.56,0.0,75.5,0.0,0.0,942.0,0.0
0.45000000000000007,0.25,0.15000000000000002,0.625,12.325000000000001,92.1675,0.0,0.0,11.125,21.325000000000003,10.8,87.48750000000001,44.385,85.4775,30.25,76.0,0.0,505.0,940.25,0.0
0.525,0.2,0.15000000000000002,0.5,11.399999999999999,93.00999999999999,0.0,0.0,14.225,21.65,10.55,75.0575,43.792500000000004,88.02,49.0,73.25,0.0,738.75,924.5,0.0
0.5,0.2,0.15000000000000002,0.45000000000000007,10.575000000000001,94.69,0.0,0.0,17.0,21.475,10.375,62.272499999999994,44.650000000000006,89.2375,60.0,68.0,0.0,847.5,892.0,0.0
0.42500000000000004,0.2,0.1,0.35,10.025,95.7,0.0,0.0,18.9,21.0,10.149999999999999,54.442499999999995,46.965,90.32249999999999,68.25,60.5,0.0,902.25,829.0,0.0
0.35,0.2,0.225,0.3,9.4,95.7325,0.0,0.0,19.9,19.8,9.899999999999999,50.175,54.67,91.855,73.5,49.75,0.0,930.0,710.5,0.0
0.275,0.2,0.6000000000000001,0.275,9.45,95.035,0.0,0.0,20.725,17.300000000000004,10.025,46.790000000000006,66.5775,92.3,75.5,24.5,0.0,942.0,419.0,0.0
0.25,0.15000000000000002,0.8500000000000001,0.2,11.125,87.48750000000001,30.25,505.0,21.325000000000003,15.5,11.9,44.385,69.83,85.1375,76.0,0.0,31.0,940.25,0.0,474.75
0.2,0.15000000000000002,0.9,0.2,14.225,75.0575,49.0,738.75,21.65,13.85,15.075,43.792500000000004,75.28,72.81,73.25,0.0,52.0,924.5,0.0,717.25
0.2,0.15000000000000002,0.9,0.25,17.0,62.272499999999994,60.0,847.5,21.475,13.325000000000001,18.25,44.650000000000006,75.73,63.129999999999995,68.0,0.0,65.5,892.0,0.0,828.75
0.2,0.1,0.8500000000000001,0.2,18.9,54.442499999999995,68.25,902.25,21.0,12.725,20.85,46.965,76.6225,56.615,60.5,0.0,74.0,829.0,0.0,888.5
0.2,0.225,0.8,0.2,19.9,50.175,73.5,930.0,19.8,11.924999999999999,22.35,54.67,78.42,52.19,49.75,0.0,79.0,710.5,0.0,921.0
0.2,0.6000000000000001,0.7000000000000001,0.15000000000000002,20.725,46.790000000000006,75.5,942.0,17.300000000000004,11.275,23.35,66.5775,82.56,50.785,24.5,0.0,82.0,419.0,0.0,931.25
0.15000000000000002,0.8500000000000001,0.625,0.15000000000000002,21.325000000000003,44.385,76.0,940.25,15.5,10.8,23.650000000000002,69.83,85.4775,51.197500000000005,0.0,0.0,82.25,0.0,0.0,929.5
0.15000000000000002,0.9,0.5,0.2,21.65,43.792500000000004,73.25,924.5,13.85,10.55,23.6,75.28,88.02,52.75749999999999,0.0,0.0,81.75,0.0,0.0,899.5
0.15000000000000002,0.9,0.45000000000000007,0.2,21.475,44.650000000000006,68.0,892.0,13.325000000000001,10.375,23.375,75.73,89.2375,55.565,0.0,0.0,87.0,0.0,0.0,806.5
0.1,0.8500000000000001,0.35,0.2,21.0,46.965,60.5,829.0,12.725,10.149999999999999,22.6,76.6225,90.32249999999999,60.69499999999999,0.0,0.0,94.0,0.0,0.0,684.75
0.225,0.8,0.3,0.15000000000000002,19.8,54.67,49.75,710.5,11.924999999999999,9.899999999999999,20.950000000000003,78.42,91.855,68.1675,0.0,0.0,55.25,0.0,0.0,640.25
0.6000000000000001,0.7000000000000001,0.275,0.15000000000000002,17.300000000000004,66.5775,24.5,419.0,11.275,10.025,18.875,82.56,92.3,79.36500000000001,0.0,0.0,28.5,0.0,0.0,201.75
0.8500000000000001,0.625,0.2,0.25,15.5,69.83,0.0,0.0,10.8,11.9,17.75,85.4775,85.1375,84.16,0.0,31.0,0.0,0.0,474.75,0.0
0.9,0.5,0.2,0.3,13.85,75.28,0.0,0.0,10.55,15.075,16.825000000000003,88.02,72.81,88.17999999999999,0.0,52.0,0.0,0.0,717.25,0.0
0.9,0.45000000000000007,0.25,0.3,13.325000000000001,75.73,0.0,0.0,10.375,18.25,16.200000000000003,89.2375,63.129999999999995,89.965,0.0,65.5,0.0,0.0,828.75,0.0
0.8500000000000001,0.35,0.2,0.35,12.725,76.6225,0.0,0.0,10.149999999999999,20.85,15.825000000000001,90.32249999999999,56.615,90.6775,0.0,74.0,0.0,0.0,888.5,0.0
0.8,0.3,0.2,0.35,11.924999999999999,78.42,0.0,0.0,9.899999999999999,22.35,15.5,91.855,52.19,90.53750000000001,0.0,79.0,0.0,0.0,921.0,0.0
0.7000000000000001,0.275,0.15000000000000002,0.35,11.275,82.56,0.0,0.0,10.025,23.35,15.15,92.3,50.785,91.1175,0.0,82.0,0.0,0.0,931.25,0.0
0.625,0.2,0.15000000000000002,0.35,10.8,85.4775,0.0,0.0,11.9,23.650000000000002,14.75,85.1375,51.197500000000005,92.5025,31.0,82.25,0.0,474.75,929.5,0.0
0.5,0.2,0.2,0.35,10.55,88.02,0.0,0.0,15.075,23.6,14.35,72.81,52.75749999999999,93.58,52.0,81.75,0.0,717.25,899.5,0.0
0.45000000000000007,0.25,0.2,0.35,10.375,89.2375,0.0,0.0,18.25,23.375,14.025,63.129999999999995,55.565,94.53999999999999,65.5,87.0,0.0,828.75,806.5,0.0
0.35,0.2,0.2,0.35,10.149999999999999,90.32249999999999,0.0,0.0,20.85,22.6,13.8,56.615,60.69499999999999,94.935,74.0,94.0,0.0,888.5,684.75,0.0
0.3,0.2,0.15000000000000002,0.35,9.899999999999999,91.855,0.0,0.0,22.35,20.950000000000003,13.55,52.19,68.1675,95.015,79.0,55.25,0.0,921.0,640.25,0.0
0.275,0.15000000000000002,0.15000000000000002,0.35,10.025,92.3,0.0,0.0,23.35,18.875,13.95,50.785,79.36500000000001,94.005,82.0,28.5,0.0,931.25,201.75,0.0
0.2,0.15000000000000002,0.25,0.35,11.9,85.1375,31.0,474.75,23.650000000000002,17.75,14.625,51.197500000000005,84.16,87.8775,82.25,0.0,35.0,929.5,0.0,422.25
0.2,0.2,0.3,0.4,15.075,72.81,52.0,717.25,23.6,16.825000000000003,16.275000000000002,52.75749999999999,88.17999999999999,82.5275,81.75,0.0,60.25,899.5,0.0,600.25
0.25,0.2,0.3,0.4,18.25,63.129999999999995,65.5,828.75,23.375,16.200000000000003,18.450000000000003,55.565,89.965,73.36,87.0,0.0,122.75,806.5,0.0,549.5
0.2,0.2,0.35,0.4,20.85,56.615,74.0,888.5,22.6,15.825000000000001,20.325,60.69499999999999,90.6775,65.485,94.0,0.0,145.0,684.75,0.0,601.5
0.2,0.15000000000000002,0.35,0.4,22.35,52.19,79.0,921.0,20.950000000000003,15.5,21.375,68.1675,90.53750000000001,60.155,55.25,0.0,259.25,640.25,0.0,424.75
0.15000000000000002,0.15000000000000002,0.35,0.4,23.35,50.785,82.0,931.25,18.875,15.15,21.875,79.36500000000001,91.1175,56.785000000000004,28.5,0.0,253.25,201.75,0.0,339.75
0.15000000000000002,0.25,0.35,0.4,23.650000000000002,51.197500000000005,82.25,929.5,17.75,14.75,22.525,84.16,92.5025,55.43,0.0,0.0,255.0,0.0,0.0,502.25
0.2,0.3,0.35,0.35,23.6,52.75749999999999,81.75,899.5,16.825000000000003,14.35,22.9,88.17999999999999,93.58,55.39,0.0,0.0,174.5,0.0,0.0,591.25
0.2,0.3,0.35,0.32499999999999996,23.375,55.565,87.0,806.5,16.200000000000003,14.025,22.650000000000002,89.965,94.53999999999999,57.145,0.0,0.0,232.75,0.0,0.0,259.75
0.2,0.35,0.35,0.3,22.6,60.69499999999999,94.0,684.75,15.825000000000001,13.8,22.05,90.6775,94.935,62.0175,0.0,0.0,134.5,0.0,0.0,236.25
0.15000000000000002,0.35,0.35,0.25,20.950000000000003,68.1675,55.25,640.25,15.5,13.55,20.950000000000003,90.53750000000001,95.015,71.0625,0.0,0.0,72.5,0.0,0.0,156.0
0.15000000000000002,0.35,0.35,0.25,18.875,79.36500000000001,28.5,201.75,15.15,13.95,19.425,91.1175,94.005,81.4425,0.0,0.0,23.5,0.0,0.0,30.0
0.25,0.35,0.35,0.25,17.75,84.16,0.0,0.0,14.75,14.625,18.6,92.5025,87.8775,86.215,0.0,35.0,0.0,0.0,422.25,0.0
0.3,0.35,0.4,0.3,16.825000000000003,88.17999999999999,0.0,0.0,14.35,16.275000000000002,17.525,93.58,82.5275,90.89,0.0,60.25,0.0,0.0,600.25,0.0
0.3,0.35,0.4,0.3,16.200000000000003,89.965,0.0,0.0,14.025,18.450000000000003,16.925000000000004,94.53999999999999,73.36,93.905,0.0,122.75,0.0,0.0,549.5,0.0
0.35,0.35,0.4,0.3,15.825000000000001,90.6775,0.0,0.0,13.8,20.325,16.674999999999997,94.935,65.485,96.695,0.0,145.0,0.0,0.0,601.5,0.0
0.35,0.35,0.4,0.3,15.5,90.53750000000001,0.0,0.0,13.55,21.375,16.65,95.015,60.155,98.18,0.0,259.25,0.0,0.0,424.75,0.0
0.35,0.35,0.4,0.3,15.15,91.1175,0.0,0.0,13.95,21.875,16.65,94.005,56.785000000000004,99.27000000000001,0.0,253.25,0.0,0.0,339.75,0.0
0.35,0.35,0.4,0.3,14.75,92.5025,0.0,0.0,14.625,22.525,16.55,87.8775,55.43,100.0,35.0,255.0,0.0,422.25,502.25,0.0
0.35,0.4,0.35,0.275,14.35,93.58,0.0,0.0,16.275000000000002,22.9,16.5,82.5275,55.39,100.0,60.25,174.5,0.0,600.25,591.25,0.0
0.35,0.4,0.32499999999999996,0.25,14.025,94.53999999999999,0.0,0.0,18.450000000000003,22.650000000000002,16.55,73.36,57.145,100.0,122.75,232.75,0.0,549.5,259.75,0.0
0.35,0.4,0.3,0.25,13.8,94.935,0.0,0.0,20.325,22.05,16.674999999999997,65.485,62.0175,100.0,145.0,134.5,0.0,601.5,236.25,0.0
0.35,0.4,0.25,0.25,13.55,95.015,0.0,0.0,21.375,20.950000000000003,16.75,60.155,71.0625,100.0,259.25,72.5,0.0,424.75,156.0,0.0
0.35,0.4,0.25,0.25,13.95,94.005,0.0,0.0,21.875,19.425,16.950000000000003,56.785000000000004,81.4425,99.965,253.25,23.5,0.0,339.75,30.0,0.0
0.35,0.4,0.25,0.25,14.625,87.8775,35.0,422.25,22.525,18.6,17.75,55.43,86.215,98.7825,255.0,0.0,27.0,502.25,0.0,0.0
0.4,0.35,0.3,0.3,16.275000000000002,82.5275,60.25,600.25,22.9,17.525,18.925,55.39,90.89,96.9725,174.5,0.0,102.75,591.25,0.0,15.25
0.4,0.32499999999999996,0.3,0.3,18.450000000000003,73.36,122.75,549.5,22.650000000000002,16.925000000000004,20.0,57.145,93.905,93.3675,232.75,0.0,165.75,259.75,0.0,44.75
0.4,0.3,0.3,0.32499999999999996,20.325,65.485,145.0,601.5,22.05,16.674999999999997,21.575000000000003,62.0175,96.695,87.32,134.5,0.0,217.25,236.25,0.0,24.25
0.4,0.25,0.3,0.35,21.375,60.155,259.25,424.75,20.950000000000003,16.65,22.95,71.0625,98.18,80.8475,72.5,0.0,250.75,156.0,0.0,21.25
0.4,0.25,0.3,0.325,21.875,56.785000000000004,253.25,339.75,19.425,16.65,23.775,81.4425,99.27000000000001,74.28,23.5,0.0,267.0,30.0,0.0,27.75
0.4,0.25,0.3,0.30000000000000004,22.525,55.43,255.0,502.25,18.6,16.55,24.175000000000004,86.215,100.0,71.9075,0.0,0.0,289.75,0.0,0.0,54.75
0.35,0.3,0.275,0.25,22.9,55.39,174.5,591.25,17.525,16.5,24.1,90.89,100.0,72.42,0.0,0.0,256.75,0.0,0.0,47.25
0.32499999999999996,0.3,0.25,0.25,22.650000000000002,57.145,232.75,259.75,16.925000000000004,16.55,23.650000000000002,93.905,100.0,76.0275,0.0,0.0,141.75,0.0,0.0,45.25
0.3,0.3,0.25,0.25,22.05,62.0175,134.5,236.25,16.674999999999997,16.674999999999997,23.05,96.695,100.0,83.48750000000001,0.0,0.0,146.0,0.0,0.0,117.75
0.25,0.3,0.25,0.25,20.950000000000003,71.0625,72.5,156.0,16.65,16.75,22.275,98.18,100.0,88.975,0.0,0.0,68.0,0.0,0.0,80.5
0.25,0.3,0.25,0.25,19.425,81.4425,23.5,30.0,16.65,16.950000000000003,21.775,99.27000000000001,99.965,91.075,0.0,0.0,18.5,0.0,0.0,0.0
0.25,0.3,0.25,0.25,18.6,86.215,0.0,0.0,16.55,17.75,21.55,100.0,98.7825,92.905,0.0,27.0,0.0,0.0,0.0,0.0
0.3,0.275,0.3,0.30000000000000004,17.525,90.89,0.0,0.0,16.5,18.925,21.125,100.0,96.9725,95.38,0.0,102.75,0.0,0.0,15.25,0.0
0.3,0.25,0.3,0.30000000000000004,16.925000000000004,93.905,0.0,0.0,16.55,20.0,20.75,100.0,93.3675,96.6,0.0,165.75,0.0,0.0,44.75,0.0
0.3,0.25,0.32499999999999996,0.35,16.674999999999997,96.695,0.0,0.0,16.674999999999997,21.575000000000003,20.6,100.0,87.32,98.03999999999999,0.0,217.25,0.0,0.0,24.25,0.0
0.3,0.25,0.35,0.35,16.65,98.18,0.0,0.0,16.75,22.95,20.6,100.0,80.8475,97.52000000000001,0.0,250.75,0.0,0.0,21.25,0.0
0.3,0.25,0.325,0.35,16.65,99.27000000000001,0.0,0.0,16.950000000000003,23.775,20.5,99.965,74.28,97.19999999999999,0.0,267.0,0.0,0.0,27.75,0.0
0.3,0.25,0.30000000000000004,0.35,16.55,100.0,0.0,0.0,17.75,24.175000000000004,20.45,98.7825,71.9075,97.08,27.0,289.75,0.0,0.0,54.75,0.0
0.275,0.3,0.25,0.3,16.5,100.0,0.0,0.0,18.925,24.1,20.45,96.9725,72.42,96.37,102.75,256.75,0.0,15.25,47.25,0.0
0.25,0.3,0.25,0.3,16.55,100.0,0.0,0.0,20.0,23.650000000000002,20.4,93.3675,76.0275,96.20500000000001,165.75,141.75,0.0,44.75,45.25,0.0
0.25,0.32499999999999996,0.25,0.25,16.674999999999997,100.0,0.0,0.0,21.575000000000003,23.05,20.3,87.32,83.48750000000001,96.58500000000001,217.25,146.0,0.0,24.25,117.75,0.0
0.25,0.35,0.25,0.25,16.75,100.0,0.0,0.0,22.95,22.275,20.150000000000002,80.8475,88.975,97.03999999999999,250.75,68.0,0.0,21.25,80.5,0.0
0.25,0.325,0.25,0.25,16.950000000000003,99.965,0.0,0.0,23.775,21.775,20.125,74.28,91.075,96.57,267.0,18.5,0.0,27.75,0.0,0.0
0.25,0.30000000000000004,0.25,0.25,17.75,98.7825,27.0,0.0,24.175000000000004,21.55,20.6,71.9075,92.905,95.325,289.75,0.0,24.25,54.75,0.0,0.0
0.3,0.25,0.30000000000000004,0.25,18.925,96.9725,102.75,15.25,24.1,21.125,21.5,72.42,95.38,93.045,256.75,0.0,62.75,47.25,0.0,0.75
0.3,0.25,0.30000000000000004,0.35,20.0,93.3675,165.75,44.75,23.650000000000002,20.75,22.225,76.0275,96.6,89.87,141.75,0.0,118.75,45.25,0.0,35.25
0.32499999999999996,0.25,0.35,0.4,21.575000000000003,87.32,217.25,24.25,23.05,20.6,23.025,83.48750000000001,98.03999999999999,83.5375,146.0,0.0,152.5,117.75,0.0,80.75
0.35,0.25,0.35,0.45,22.95,80.8475,250.75,21.25,22.275,20.6,23.525,88.975,97.52000000000001,80.735,68.0,0.0,169.5,80.5,0.0,53.5
0.325,0.25,0.35,0.45,23.775,74.28,267.0,27.75,21.775,20.5,23.525,91.075,97.19999999999999,79.39500000000001,18.5,0.0,240.5,0.0,0.0,31.5
0.30000000000000004,0.25,0.35,0.45,24.175000000000004,71.9075,289.75,54.75,21.55,20.45,23.15,92.905,97.08,79.7375,0.0,0.0,195.0,0.0,0.0,19.75
0.25,0.30000000000000004,0.3,0.45,24.1,72.42,256.75,47.25,21.125,20.45,22.875,95.38,96.37,82.41749999999999,0.0,0.0,193.25,0.0,0.0,12.75
0.25,0.30000000000000004,0.3,0.5,23.650000000000002,76.0275,141.75,45.25,20.75,20.4,22.525,96.6,96.20500000000001,83.83250000000001,0.0,0.0,143.75,0.0,0.0,4.0
0.25,0.35,0.25,0.5,23.05,83.48750000000001,146.0,117.75,20.6,20.3,21.975,98.03999999999999,96.58500000000001,87.7575,0.0,0.0,80.25,0.0,0.0,0.0
0.25,0.35,0.25,0.4,22.275,88.975,68.0,80.5,20.6,20.150000000000002,21.275,97.52000000000001,97.03999999999999,92.8725,0.0,0.0,33.75,0.0,0.0,0.0
0.25,0.35,0.25,0.4,21.775,91.075,18.5,0.0,20.5,20.125,20.675000000000004,97.19999999999999,96.57,95.495,0.0,0.0,12.5,0.0,0.0,0.0
0.25,0.35,0.25,0.4,21.55,92.905,0.0,0.0,20.45,20.6,20.35,97.08,95.325,96.755,0.0,24.25,0.0,0.0,0.0,0.0
0.30000000000000004,0.3,0.25,0.45,21.125,95.38,0.0,0.0,20.45,21.5,19.174999999999997,96.37,93.045,97.2025,0.0,62.75,0.0,0.0,0.75,0.0
0.30000000000000004,0.3,0.35,0.45,20.75,96.6,0.0,0.0,20.4,22.225,18.725,96.20500000000001,89.87,97.095,0.0,118.75,0.0,0.0,35.25,0.0
0.35,0.25,0.4,0.45,20.6,98.03999999999999,0.0,0.0,20.3,23.025,17.975,96.58500000000001,83.5375,96.6925,0.0,152.5,0.0,0.0,80.75,0.0
0.35,0.25,0.45,0.4,20.6,97.52000000000001,0.0,0.0,20.150000000000002,23.525,16.925,97.03999999999999,80.735,96.09,0.0,169.5,0.0,0.0,53.5,0.0
0.35,0.25,0.45,0.35,20.5,97.19999999999999,0.0,0.0,20.125,23.525,15.7,96.57,79.39500000000001,95.88,0.0,240.5,0.0,0.0,31.5,0.0
0.35,0.25,0.45,0.35,20.45,97.08,0.0,0.0,20.6,23.15,14.625,95.325,79.7375,96.0925,24.25,195.0,0.0,0.0,19.75,0.0
0.3,0.25,0.45,0.4,20.45,96.37,0.0,0.0,21.5,22.875,13.775,93.045,82.41749999999999,96.8925,62.75,193.25,0.0,0.75,12.75,0.0
0.3,0.35,0.5,0.4,20.4,96.20500000000001,0.0,0.0,22.225,22.525,12.875,89.87,83.83250000000001,97.3575,118.75,143.75,0.0,35.25,4.0,0.0
0.25,0.4,0.5,0.4,20.3,96.58500000000001,0.0,0.0,23.025,21.975,12.075,83.5375,87.7575,97.10499999999999,152.5,80.25,0.0,80.75,0.0,0.0
0.25,0.45,0.4,0.35,20.150000000000002,97.03999999999999,0.0,0.0,23.525,21.275,11.8,80.735,92.8725,96.88999999999999,169.5,33.75,0.0,53.5,0.0,0.0
0.25,0.45,0.4,0.30000000000000004,20.125,96.57,0.0,0.0,23.525,20.675000000000004,11.7,79.39500000000001,95.495,96.33000000000001,240.5,12.5,0.0,31.5,0.0,0.0
0.25,0.45,0.4,0.30000000000000004,20.6,95.325,24.25,0.0,23.15,20.35,12.4,79.7375,96.755,92.615,195.0,0.0,28.25,19.75,0.0,52.75
0.25,0.45,0.45,0.35,21.5,93.045,62.75,0.75,22.875,19.174999999999997,13.899999999999999,82.41749999999999,97.2025,87.4025,193.25,0.0,53.75,12.75,0.0,383.5
0.35,0.5,0.45,0.4,22.225,89.87,118.75,35.25,22.525,18.725,15.475,83.83250000000001,97.095,74.4475,143.75,0.0,72.5,4.0,0.0,687.0
0.4,0.5,0.45,0.45,23.025,83.5375,152.5,80.75,21.975,17.975,16.900000000000002,87.7575,96.6925,65.65,80.25,0.0,141.25,0.0,0.0,582.0
0.45,0.4,0.4,0.45,23.525,80.735,169.5,53.5,21.275,16.925,18.075000000000003,92.8725,96.09,57.3725,33.75,0.0,125.25,0.0,0.0,632.75
0.45,0.4,0.35,0.5,23.525,79.39500000000001,240.5,31.5,20.675000000000004,15.7,18.75,95.495,95.88,52.635000000000005,12.5,0.0,96.5,0.0,0.0,821.25
0.45,0.4,0.35,0.5,23.15,79.7375,195.0,19.75,20.35,14.625,19.150000000000002,96.755,96.0925,51.837500000000006,0.0,0.0,84.75,0.0,0.0,930.75
0.45,0.45,0.4,0.5,22.875,82.41749999999999,193.25,12.75,19.174999999999997,13.775,19.150000000000002,97.2025,96.8925,51.510000000000005,0.0,0.0,115.25,0.0,0.0,609.25
0.5,0.45,0.4,0.5,22.525,83.83250000000001,143.75,4.0,18.725,12.875,19.05,97.095,97.3575,53.3425,0.0,0.0,115.0,0.0,0.0,595.75
0.5,0.45,0.4,0.475,21.975,87.7575,80.25,0.0,17.975,12.075,18.75,96.6925,97.10499999999999,57.504999999999995,0.0,0.0,70.75,0.0,0.0,752.25
0.4,0.4,0.35,0.4,21.275,92.8725,33.75,0.0,16.925,11.8,17.6,96.09,96.88999999999999,64.49,0.0,0.0,51.5,0.0,0.0,616.5
0.4,0.35,0.30000000000000004,0.35,20.675000000000004,95.495,12.5,0.0,15.7,11.7,15.450000000000001,95.88,96.33000000000001,80.57,0.0,0.0,20.25,0.0,0.0,190.5
0.4,0.35,0.30000000000000004,0.45000000000000007,20.35,96.755,0.0,0.0,14.625,12.4,14.2,96.0925,92.615,84.375,0.0,28.25,0.0,0.0,52.75,0.0
0.45,0.4,0.35,0.6000000000000001,19.174999999999997,97.2025,0.0,0.0,13.775,13.899999999999999,12.9,96.8925,87.4025,88.4775,0.0,53.75,0.0,0.0,383.5,0.0
0.45,0.4,0.4,0.6500000000000001,18.725,97.095,0.0,0.0,12.875,15.475,12.35,97.3575,74.4475,90.1,0.0,72.5,0.0,0.0,687.0,0.0
0.45,0.4,0.45,0.6000000000000001,17.975,96.6925,0.0,0.0,12.075,16.900000000000002,11.95,97.10499999999999,65.65,90.0,0.0,141.25,0.0,0.0,582.0,0.0
0.4,0.35,0.45,0.6000000000000001,16.925,96.09,0.0,0.0,11.8,18.075000000000003,11.625,96.88999999999999,57.3725,91.155,0.0,125.25,0.0,0.0,632.75,0.0
0.35,0.30000000000000004,0.5,0.6500000000000001,15.7,95.88,0.0,0.0,11.7,18.75,11.4,96.33000000000001,52.635000000000005,93.67500000000001,0.0,96.5,0.0,0.0,821.25,0.0
0.35,0.30000000000000004,0.5,0.6500000000000001,14.625,96.0925,0.0,0.0,12.4,19.150000000000002,11.05,92.615,51.837500000000006,96.465,28.25,84.75,0.0,52.75,930.75,0.0
0.4,0.35,0.5,0.6500000000000001,13.775,96.8925,0.0,0.0,13.899999999999999,19.150000000000002,10.65,87.4025,51.510000000000005,98.625,53.75,115.25,0.0,383.5,609.25,0.0
0.4,0.4,0.5,0.6500000000000001,12.875,97.3575,0.0,0.0,15.475,19.05,10.3,74.4475,53.3425,99.685,72.5,115.0,0.0,687.0,595.75,0.0
0.4,0.45,0.475,0.6000000000000001,12.075,97.10499999999999,0.0,0.0,16.900000000000002,18.75,9.975,65.65,57.504999999999995,99.285,141.25,70.75,0.0,582.0,752.25,0.0
0.35,0.45,0.4,0.6000000000000001,11.8,96.88999999999999,0.0,0.0,18.075000000000003,17.6,9.85,57.3725,64.49,99.255,125.25,51.5,0.0,632.75,616.5,0.0
0.30000000000000004,0.5,0.35,0.45,11.7,96.33000000000001,0.0,0.0,18.75,15.450000000000001,10.275,52.635000000000005,80.57,96.91499999999999,96.5,20.25,0.0,821.25,190.5,0.0
0.30000000000000004,0.5,0.45000000000000007,0.275,12.4,92.615,28.25,52.75,19.150000000000002,14.2,11.6,51.837500000000006,84.375,89.8175,84.75,0.0,31.0,930.75,0.0,371.25
0.35,0.5,0.6000000000000001,0.25,13.899999999999999,87.4025,53.75,383.5,19.150000000000002,12.9,14.15,51.510000000000005,88.4775,79.98750000000001,115.25,0.0,62.25,609.25,0.0,565.25
0.4,0.5,0.6500000000000001,0.25,15.475,74.4475,72.5,687.0,19.05,12.35,16.825000000000003,53.3425,90.1,69.2725,115.0,0.0,80.0,595.75,0.0,766.5
0.45,0.475,0.6000000000000001,0.30000000000000004,16.900000000000002,65.65,141.25,582.0,18.75,11.95,18.975,57.504999999999995,90.0,61.057500000000005,70.75,0.0,81.75,752.25,0.0,856.75
0.45,0.4,0.6000000000000001,0.30000000000000004,18.075000000000003,57.3725,125.25,632.75,17.6,11.625,20.5,64.49,91.155,54.775,51.5,0.0,86.0,616.5,0.0,894.0
0.5,0.35,0.6500000000000001,0.25,18.75,52.635000000000005,96.5,821.25,15.450000000000001,11.4,21.4,80.57,93.67500000000001,51.959999999999994,20.25,0.0,96.0,190.5,0.0,892.0
0.5,0.45000000000000007,0.6500000000000001,0.30000000000000004,19.150000000000002,51.837500000000006,84.75,930.75,14.2,11.05,21.950000000000003,84.375,96.465,51.5175,0.0,0.0,93.0,0.0,0.0,888.5
0.5,0.6000000000000001,0.6500000000000001,0.30000000000000004,19.150000000000002,51.510000000000005,115.25,609.25,12.9,10.65,22.025,88.4775,98.625,51.980000000000004,0.0,0.0,190.5,0.0,0.0,600.5
