Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,1.6414333333333335,0,0,0,0.87
8.0,1.0,1.0,0,,,,1.3858833333333334,0,0,0,0.87
8.0,2.0,1.0,0,,,,1.37305,0,0,0,0.87
8.0,3.0,1.0,0,,,,1.4059500000000003,0,0,0,0.87
8.0,4.0,1.0,0,,,,1.3826166666666666,0,0,0,0.87
8.0,5.0,1.0,0,,,,1.1732166666666666,0,0,0,0.87
8.0,6.0,1.0,0,,,,1.3657833333333336,0,0,0,32.89619286013357
8.0,7.0,1.0,0,,,,1.8505,0,0,0,96.00160524293739
8.0,8.0,1.0,0,,,,2.169583333333333,0,0,0,172.46152775338558
8.0,9.0,1.0,0,,,,2.5488,0,0,0,232.9808207025061
8.0,10.0,1.0,0,,,,3.0546333333333338,0,0,0,349.8856227024312
8.0,11.0,1.0,0,,,,2.937416666666666,0,0,0,377.2253337119225
8.0,12.0,1.0,0,,,,1.9079833333333331,0,0,0,285.18984460943875
8.0,13.0,1.0,0,,,,1.5405166666666665,0,0,0,211.2535916478422
8.0,14.0,1.0,0,,,,2.871166666666667,0,0,0,196.8238486341741
8.0,15.0,1.0,0,,,,2.3973966634114583,0,0,0,234.8310050850826
8.0,16.0,1.0,0,,,,1.8194333333333332,0,0,0,181.23248349350857
8.0,17.0,1.0,0,,,,1.388866666666667,0,0,0,98.56108562561468
8.0,18.0,1.0,0,,,,3.30805,0,0,0,58.42888670286801
8.0,19.0,1.0,0,,,,2.8358166666666667,0,0,0,24.03843631466177
8.0,20.0,1.0,0,,,,2.3688833333333337,0,0,0,0.87
8.0,21.0,1.0,0,,,,3.4769166666666673,0,0,0,0.87
8.0,22.0,1.0,0,,,,2.1489,0,0,0,0.87
8.0,23.0,1.0,0,,,,1.9687000000000001,0,0,0,0.87
8.0,24.0,1.0,0,,,,1.9309916666666664,0,0,0,0.87
8.0,1.0,2.0,0,,,,1.1763,0,0,0,0.87
8.0,2.0,2.0,0,,,,1.4156833333333332,0,0,0,0.87
8.0,3.0,2.0,0,,,,1.1699833333333336,0,0,0,0.87
8.0,4.0,2.0,0,,,,1.2036666666666667,0,0,0,0.87
8.0,5.0,2.0,0,,,,1.2095999999999998,0,0,0,0.87
8.0,6.0,2.0,0,,,,1.1748499999999997,0,0,0,34.43564209514365
8.0,7.0,2.0,0,,,,1.36295,0,0,0,80.73118859409921
8.0,8.0,2.0,0,,,,1.54475,0,0,0,108.61338586053604
8.0,9.0,2.0,0,,,,1.8167666666666666,0,0,0,125.27474545492232
8.0,10.0,2.0,0,,,,2.3458833333333335,0,0,0,137.61399051798585
8.0,11.0,2.0,0,,,,2.4635166666666666,0,0,0,274.8332930481372
8.0,12.0,2.0,0,,,,2.650433333333334,0,0,0,557.2347086565504
8.0,13.0,2.0,0,,,,2.5541666666666663,0,0,0,783.5896023067249
