electricity_consumption,electricity_consumption_without_storage,electricity_consumption_without_storage_and_pv
17.191467061824746,17.191467061824742,17.191467061824742
12.38573507170537,12.272111512230424,12.272111512230424
12.033368216441664,11.01585040001729,11.01585040001729
11.259032303130867,10.258205955360921,10.258205955360921
11.146700824922874,11.480794845563757,11.480794845563757
8.827370124348505,8.775305954089347,8.775305954089347
11.071300845634603,11.140722609428115,12.027172611335464
10.596203586601959,10.723333542693194,15.730700202572876
5.937543625869179,6.262739044085081,18.22216128148132
3.2397844299722918,3.5355501868339054,24.508233520930176
6.7996680258723385,1.801005707450154,31.51553348429545
11.68687804056206,-0.6353331795874,35.895355677936195
11.248365372945898,-3.2358276245568884,37.569161274928376
9.704388941017319,-1.5011999092325843,40.24436117729492
-2.6477035282573764,-4.956741425414023,35.04381963542786
0.4530906559477794,-2.1587497438427725,33.564130257225344
7.336299090946605,5.324916919767656,33.82682249558349
5.3487262872602575,8.801406039410912,28.053433828653972
14.857015827375054,18.955144902477237,28.200194906673406
23.399825168981174,26.825078138729143,27.739436469026614
29.284759625218026,31.93777821009597,31.93777821009597
31.17967896896654,33.37579484327494,33.37579484327494
20.401010209661006,25.719417065930447,25.719417065930447
14.284753824704971,18.288383734016207,18.288383734016207
14.450979962813632,18.298268457808682,18.298268457808682
10.63050673870801,14.130233732426749,14.130233732426749
5.269374127996251,9.68720317620892,9.68720317620892
11.177905165754472,9.664550398892745,9.664550398892745
13.833590818875463,10.406228177228156,10.406228177228156
12.970242592509528,10.873633732210182,10.873633732210182
13.089582208170272,10.947105928651322,11.87782815169476
8.313270936807905,7.90915019855801,12.875516866337298
4.364102996972913,3.329816766770784,15.010138986905519
5.433710321796159,2.6583833845138534,23.289666695658358
5.29423919431969,-0.37978595975240426,28.657797385406493
5.504637396547611,-1.3189831238336136,34.448933552242636
-1.2563392913913993,-6.328260922250166,33.69945572941203
-10.507398824363179,-11.375366506258544,29.60935016498576
1.1951229497227374,0.19123343607584653,39.583216805267334
0.45437241536483075,-1.2684665188879396,33.70123344779704
9.52622544896073,9.751405677504884,37.79946126730794
5.456412413043188,10.051591842147515,29.22564184780599
13.658663033523963,15.483711476380916,24.863200361815387
25.220038897225013,28.31251158693038,29.279156032985473
23.21521654899535,26.98135057225829,26.98135057225829
23.030833636077656,22.45490052033703,22.45490052033703
16.528314694338217,19.30932271869837,19.30932271869837
20.10856576982923,21.814878282551557,21.814878282551557
17.967809742500155,17.14184772189318,17.14184772189318
10.128479082906905,10.906311611623158,10.906311611623158
8.902619860079541,9.920444942997483,9.920444942997483
8.084750230721486,10.086986609815149,10.086986609815149
5.592491181603858,9.09617827334264,9.09617827334264
5.667835540637768,9.636067164773332,9.636067164773332
8.096811449814748,9.831178252817963,10.947750473874583
6.386974196260018,6.321489150492501,11.759872484461617
2.4312551073931292,0.02929455699920558,11.987972336069742
-1.9840276856968218,-4.837083163515727,15.122125173695881
3.0912708695174222,-4.210183294091897,23.662902829883222
-1.940918134810534,-12.520399907048542,24.60580009765625
-4.111191988581835,-13.439394374084474,27.298994517008463
-6.763416563766999,-12.546883221435547,29.480241748046875
-5.18173614248026,-7.647972138391115,32.68924455014649
-3.175247513543511,-4.800338714508467,30.962889036142577
4.013500305915547,4.903811327961831,33.4867224620459
11.718140329102296,14.410832198025208,33.87501692950867
