Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,1.780216666666666,0,0,0,0.0
8.0,1.0,1.0,0,,,,1.4057500000000005,0,0,0,0.0
8.0,2.0,1.0,0,,,,1.1874666666666671,0,0,0,0.0
8.0,3.0,1.0,0,,,,1.1001333333333332,0,0,0,0.0
8.0,4.0,1.0,0,,,,1.247566666666667,0,0,0,0.0
8.0,5.0,1.0,0,,,,0.7937833333333328,0,0,0,0.0
8.0,6.0,1.0,0,,,,0.9775666666666666,0,0,0,31.994185754145736
8.0,7.0,1.0,0,,,,1.269316666666667,0,0,0,95.03653033393708
8.0,8.0,1.0,0,,,,1.821616666666667,0,0,0,171.42003849022518
8.0,9.0,1.0,0,,,,1.412183333333334,0,0,0,231.87884821449938
8.0,10.0,1.0,0,,,,2.091416666666668,0,0,0,348.6668150849903
8.0,11.0,1.0,0,,,,2.0143166666666668,0,0,0,375.97920267730933
8.0,12.0,1.0,0,,,,2.061816666666666,0,0,0,284.03569421289916
8.0,13.0,1.0,0,,,,2.294866666666667,0,0,0,210.17333343996273
8.0,14.0,1.0,0,,,,3.1971499999999997,0,0,0,195.75801156951434
8.0,15.0,1.0,0,,,,3.39055,0,0,0,233.7271835153605
8.0,16.0,1.0,0,,,,2.4103999999999983,0,0,0,180.1822285018954
8.0,17.0,1.0,0,,,,2.4775000000000005,0,0,0,97.59345276162296
8.0,18.0,1.0,0,,,,1.9287666666666663,0,0,0,57.50136211993411
8.0,19.0,1.0,0,,,,2.3600499999999998,0,0,0,23.145281686200796
8.0,20.0,1.0,0,,,,1.8088333333333333,0,0,0,0.0
8.0,21.0,1.0,0,,,,2.170200000000001,0,0,0,0.0
8.0,22.0,1.0,0,,,,1.6657999999999995,0,0,0,0.0
8.0,23.0,1.0,0,,,,1.17815,0,0,0,0.0
8.0,24.0,1.0,0,,,,1.0530166666666665,0,0,0,0.0
8.0,1.0,2.0,0,,,,0.9513166666666673,0,0,0,0.0
8.0,2.0,2.0,0,,,,0.9793500000000004,0,0,0,0.0
8.0,3.0,2.0,0,,,,0.6273499999999996,0,0,0,0.0
8.0,4.0,2.0,0,,,,0.9345999999999997,0,0,0,0.0
8.0,5.0,2.0,0,,,,0.5352166666666662,0,0,0,0.0
8.0,6.0,2.0,0,,,,0.7578666666666666,0,0,0,33.532096457397046
8.0,7.0,2.0,0,,,,1.0750500000000005,0,0,0,79.7813750009316
8.0,8.0,2.0,0,,,,1.448400000000001,0,0,0,107.6357066872485
8.0,9.0,2.0,0,,,,1.3377666666666668,0,0,0,124.28041485182644
8.0,10.0,2.0,0,,,,1.3874666666666668,0,0,0,136.60732802373238
8.0,11.0,2.0,0,,,,1.357833333333333,0,0,0,273.6894930308931
8.0,12.0,2.0,0,,,,2.6084499999999986,0,0,0,555.8086755284282
8.0,13.0,2.0,0,,,,1.9688000000000003,0,0,0,781.9373491872487
