Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7.0,24.0,7.0,0,,,,1.0096232096354177e-07,0,0,0,0.0
8.0,1.0,1.0,0,,,,1.0185241699218762e-07,0,0,0,0.0
8.0,2.0,1.0,0,,,,1.0083516438802096e-07,0,0,0,0.0
8.0,3.0,1.0,0,,,,1.0070800781250013e-07,0,0,0,0.0
8.0,4.0,1.0,0,,,,1.0159810384114597e-07,0,0,0,0.0
8.0,5.0,1.0,0,,,,9.943644205729169e-08,0,0,0,0.0
8.0,6.0,1.0,0,,,,1.0421673456827808e-07,0,0,0,32.643862339263805
8.0,7.0,1.0,0,,,,1.0063846906026214e-07,0,0,0,96.96634998814788
8.0,8.0,1.0,0,,,,0.4059333680470783,0,0,0,174.90090798579305
8.0,9.0,1.0,0,,,,0.1293167622884115,0,0,0,236.58739930646104
8.0,10.0,1.0,0,,,,0.5406833609263104,0,0,0,355.7468723025445
8.0,11.0,1.0,0,,,,0.6703000000000002,0,0,0,383.61386749884355
8.0,12.0,1.0,0,,,,2.1257333333333333,0,0,0,289.80334653841476
8.0,13.0,1.0,0,,,,2.9453333333333327,0,0,0,214.44113055164462
8.0,14.0,1.0,0,,,,1.4418333333333333,0,0,0,199.73308996167202
8.0,15.0,1.0,0,,,,1.1886000000000003,0,0,0,238.473267056988
8.0,16.0,1.0,0,,,,0.4845333333333334,0,0,0,183.84102375337034
8.0,17.0,1.0,0,,,,0.0184167622884113,0,0,0,99.57519349436961
8.0,18.0,1.0,0,,,,1.1647542317708341e-07,0,0,0,58.66898954039051
8.0,19.0,1.0,0,,,,9.951591491699229e-08,0,0,0,23.615271692604956
8.0,20.0,1.0,0,,,,1.0118484497070323e-07,0,0,0,0.0
8.0,21.0,1.0,0,,,,1.0032653808593765e-07,0,0,0,0.0
8.0,22.0,1.0,0,,,,1.0008165639495328e-07,0,0,0,0.0
8.0,23.0,1.0,0,,,,1.015007495880128e-07,0,0,0,0.0
8.0,24.0,1.0,0,,,,1.0341008504231781e-07,0,0,0,0.0
8.0,1.0,2.0,0,,,,9.991129239400239e-08,0,0,0,0.0
8.0,2.0,2.0,0,,,,9.99271869659425e-08,0,0,0,0.0
8.0,3.0,2.0,0,,,,9.971062342325861e-08,0,0,0,0.0
8.0,4.0,2.0,0,,,,9.9929173787435e-08,0,0,0,0.0
8.0,5.0,2.0,0,,,,9.969472885131848e-08,0,0,0,0.0
8.0,6.0,2.0,0,,,,0.0001667609989643,0,0,0,34.21300198459798
8.0,7.0,2.0,0,,,,0.0039834178407986,0,0,0,81.40142220778739
8.0,8.0,2.0,0,,,,0.3243000470479329,0,0,0,109.82136625973132
8.0,9.0,2.0,0,,,,1.166483333333333,0,0,0,126.80406324652044
8.0,10.0,2.0,0,,,,0.9182000033060708,0,0,0,139.38128773799272
8.0,11.0,2.0,0,,,,0.5207500425974535,0,0,0,279.2470545385169
8.0,12.0,2.0,0,,,,0.8293833424886066,0,0,0,567.0949725159837
8.0,13.0,2.0,0,,,,2.1025,0,0,0,797.8154337461102
8.0,14.0,2.0,0,,,,4.815066666666665,0,0,0,962.0028014747941
8.0,15.0,2.0,0,,,,3.089250000000001,0,0,0,1069.2652736897383
8.0,16.0,2.0,0,,,,2.7947500000000014,0,0,0,1082.6983469765707
8.0,17.0,2.0,0,,,,2.521266666666667,0,0,0,1005.2075588352291
8.0,18.0,2.0,0,,,,3.435316668446859,0,0,0,823.6967526067203
8.0,19.0,2.0,0,,,,1.003424326578777e-07,0,0,0,474.17034178967054
8.0,20.0,2.0,0,,,,1.0041991869608576e-07,0,0,0,0.0
8.0,21.0,2.0,0,,,,1.0274251302083345e-07,0,0,0,0.0
8.0,22.0,2.0,0,,,,9.860992431640641e-08,0,0,0,0.0
8.0,23.0,2.0,0,,,,1.0003050168355317e-07,0,0,0,0.0
8.0,24.0,2.0,0,,,,9.983380635579437e-08,0,0,0,0.0
8.0,1.0,3.0,0,,,,9.98377799987794e-08,0,0,0,0.0
8.0,2.0,3.0,0,,,,9.991327921549485e-08,0,0,0,0.0
8.0,3.0,3.0,0,,,,1.0035037994384777e-07,0,0,0,0.0
8.0,4.0,3.0,0,,,,9.991327921549489e-08,0,0,0,0.0
8.0,5.0,3.0,0,,,,9.97424125671388e-08,0,0,0,0.0
8.0,6.0,3.0,0,,,,9.945233662923192e-08,0,0,0,26.913008543142855
8.0,7.0,3.0,0,,,,1.0499954223632823e-07,0,0,0,73.07989829676968
8.0,8.0,3.0,0,,,,0.1190833946228026,0,0,0,100.00923134166462
8.0,9.0,3.0,0,,,,0.3131334248860677,0,0,0,128.7747354715641
8.0,10.0,3.0,0,,,,0.7213666684468587,0,0,0,237.24619729074865
8.0,11.0,3.0,0,,,,0.90425,0,0,0,355.24592934980956
8.0,12.0,3.0,0,,,,0.9409500000000004,0,0,0,585.1909374441966
8.0,13.0,3.0,0,,,,2.23715,0,0,0,705.6039678322294
8.0,14.0,3.0,0,,,,6.101333333333332,0,0,0,784.6585916218834
8.0,15.0,3.0,0,,,,3.6067833333333335,0,0,0,878.876226226554
8.0,16.0,3.0,0,,,,4.486683333333332,0,0,0,1028.5316641169659
8.0,17.0,3.0,0,,,,4.7129666666666665,0,0,0,807.0763421730524
8.0,18.0,3.0,0,,,,0.2422167766571041,0,0,0,526.0580328357618
8.0,19.0,3.0,0,,,,1.0054707527160654e-07,0,0,0,210.61786225413067
8.0,20.0,3.0,0,,,,1.0210673014322929e-07,0,0,0,0.0
8.0,21.0,3.0,0,,,,1.0388692220052093e-07,0,0,0,0.0
8.0,22.0,3.0,0,,,,1.0380065905337697e-07,0,0,0,0.0
8.0,23.0,3.0,0,,,,9.93890855170322e-08,0,0,0,0.0
8.0,24.0,3.0,0,,,,9.918212890625013e-08,0,0,0,0.0
8.0,1.0,4.0,0,,,,9.974158274417289e-08,0,0,0,0.0
8.0,2.0,4.0,0,,,,9.964903195699065e-08,0,0,0,0.0
8.0,3.0,4.0,0,,,,9.961525599161797e-08,0,0,0,0.0
8.0,4.0,4.0,0,,,,9.783109029134129e-08,0,0,0,0.0
8.0,5.0,4.0,0,,,,1.4453000483036038,0,0,0,0.0
8.0,6.0,4.0,0,,,,2.6724999999999994,0,0,0,26.416514110742096
8.0,7.0,4.0,0,,,,1.19695,0,0,0,102.17007016055258
8.0,8.0,4.0,0,,,,1.5010166666666669,0,0,0,197.11660368216
8.0,9.0,4.0,0,,,,1.2936833333333335,0,0,0,281.68682474037706
8.0,10.0,4.0,0,,,,1.3148166666666663,0,0,0,339.5685351899038
8.0,11.0,4.0,0,,,,1.4594166666666664,0,0,0,454.3544998658858
8.0,12.0,4.0,0,,,,2.05045,0,0,0,599.2324772457295
8.0,13.0,4.0,0,,,,2.366533333333334,0,0,0,656.7526765930957
