electricity_consumption,electricity_consumption_without_storage,electricity_consumption_without_storage_and_pv
17.191467061824746,17.191467061824742,17.191467061824742
15.222068835304766,12.272111512230424,12.272111512230424
10.012971573498563,11.01585040001729,11.01585040001729
10.348227286209141,10.258205955360921,10.258205955360921
11.015431690849713,11.480794845563757,11.480794845563757
11.762666483925571,8.775305954089347,8.775305954089347
13.228112531665062,11.140722609428115,12.027172611335464
11.654104403293285,10.723333542693194,15.730700202572878
9.855365347478216,6.262739044085082,18.22216128148132
7.9259423303515435,3.5355501868339054,24.508233520930176
12.243830842228263,1.8010057074501544,31.515533484295446
9.12894625629908,-0.6353331795874002,35.895355677936195
7.217159973720822,-3.2358276245568884,37.569161274928376
5.978714646307782,-1.5011999092325856,40.24436117729492
2.073560839274657,-4.956741425414024,35.04381963542786
4.539641839275657,-2.158749743842773,33.564130257225344
8.399575387226852,5.324916919767657,33.82682249558349
7.239758866055123,8.80140603941091,28.053433828653972
14.126019711804659,18.955144902477237,28.200194906673406
22.851439572223995,26.825078138729143,27.739436469026614
27.48136419682323,31.93777821009597,31.93777821009597
26.300200671777667,33.37579484327494,33.37579484327494
22.272164381594678,25.719417065930447,25.719417065930447
17.96276852613866,18.288383734016207,18.288383734016207
16.36224016915235,18.298268457808682,18.298268457808682
12.351612727795928,14.130233732426749,14.130233732426749
5.224138536708894,9.68720317620892,9.68720317620892
7.69362995942079,9.664550398892745,9.664550398892745
8.66034285059826,10.406228177228156,10.406228177228156
10.304750462678406,10.873633732210184,10.873633732210184
9.97003428443176,10.947105928651322,11.87782815169476
7.233497341825853,7.90915019855801,12.875516866337298
3.9616862102262376,3.329816766770784,15.010138986905519
7.058203412269217,2.6583833845138543,23.289666695658365
7.661878356424118,-0.3797859597524056,28.65779738540649
7.309774037862258,-1.318983123833614,34.448933552242636
0.9058266074103223,-6.328260922250166,33.69945572941203
-7.389586352912557,-11.375366506258544,29.60935016498576
1.6319823110492013,0.1912334360758472,39.58321680526734
-4.199360538801738,-1.2684665188879396,33.70123344779704
9.943241642844814,9.751405677504884,37.79946126730794
11.713052918465216,10.051591842147516,29.22564184780599
14.454211880150366,15.483711476380916,24.863200361815387
24.107115245521474,28.31251158693038,29.279156032985473
20.284038463764908,26.981350572258286,26.981350572258286
14.74205340653855,22.45490052033703,22.45490052033703
15.280712207554593,19.30932271869837,19.30932271869837
21.286042748819124,21.814878282551557,21.814878282551557
15.251181636334746,17.14184772189318,17.14184772189318
6.522245611825906,10.906311611623156,10.906311611623156
4.279587581137462,9.920444942997483,9.920444942997483
5.302949082051168,10.086986609815149,10.086986609815149
7.295010734103139,9.09617827334264,9.09617827334264
10.710531103471665,9.636067164773332,9.636067164773332
10.903139335328463,9.831178252817963,10.947750473874583
7.3210770703980605,6.321489150492501,11.759872484461617
2.2922471091478043,0.02929455699920558,11.987972336069742
0.82753603787872,-4.837083163515726,15.122125173695881
2.5839773084152946,-4.210183294091897,23.662902829883222
3.432936940273679,-12.52039990704854,24.60580009765625
3.791696424108666,-13.439394374084472,27.298994517008467
-1.3912504003643043,-12.546883221435547,29.480241748046875
-5.00492219402206,-7.647972138391115,32.68924455014649
-5.543458926333612,-4.800338714508467,30.962889036142577
3.745915567229643,4.903811327961831,33.4867224620459
13.753369683551277,14.410832198025206,33.87501692950867
12.108021337082494,19.810742106889972,29.022967109862257
7.1829950059455365,20.19301721820724,20.982517218175445
11.4812567185224,24.059706094901824,24.059706094901824
18.64136381678238,25.342033834885143,25.342033834885143
18.55344378789348,19.82223939065114,19.82223939065114
17.056589834722658,15.456767165182944,15.456767165182944
12.37355605860892,11.758872723434957,11.758872723434957
8.31109485712373,9.739133832249792,9.739133832249792
5.058897535046738,9.87285605316618,9.87285605316618
4.743411723788364,7.083983831487682,7.083983831487682
5.504167852314001,6.83453938496767,6.83453938496767
11.078227538965915,9.961675381531903,9.961675381531903
14.298524291809485,13.304316780685575,13.809944558198444
10.157519000969078,7.65396118311887,12.847133404763593
3.6223131050023922,0.8446389904886384,11.821600096375734
-0.9173026627006382,-5.3295276659007795,14.301272360992835
-4.971059986372552,-9.515905440221253,19.914627924583336
-2.4905205281387364,-14.945194305910233,21.113566826139326
2.816689780518025,-12.749799770577395,27.435850203736976
5.739121501542378,-10.929288654944664,30.584161318606768
4.864831055535191,-3.3404553123425305,36.782333539840494
0.30951282451479445,-1.0221443621496555,34.734155679303385
9.46918437599183,7.436222377409466,35.66255010326498
12.316062638608384,14.88304456881592,33.6425501184375
21.160315284257276,27.368411151218417,35.99651115150452
28.56707528711145,37.71013343764529,38.36683343991821
24.965364875021166,34.26508350426431,34.26508350426431
30.08933405563872,37.37881681833333,37.37881681833333
25.81923602586009,31.201950099999994,31.201950099999994
21.477378282649784,26.39845565826823,26.39845565826823
22.349264160919436,24.162727877099606,24.162727877099606
14.927937659042978,14.98558760833333,14.98558760833333
14.235695647391381,17.95611678833333,17.95611678833333
7.952010239192193,12.424305674058427,12.424305674058427
9.620546066469673,12.168344544783528,12.168344544783528
7.874881598124101,8.63941121119588,8.63941121119588
14.175387328233192,13.384155645808944,14.306322313731282
12.684855021008353,10.977883379602432,16.390461153411863
6.307866226054148,3.6899028665091436,15.865150087661132
-1.0267770535941279,-3.514149842171024,17.45450019177978
-0.36047054831741265,-9.521769229706829,20.11527799916992
3.6416721977287696,-11.49208314635824,24.974955731510413
5.378823913509837,-10.779458209936525,29.9912917809082
2.5194664236235886,-11.198174791153978,30.9356974470052
1.3942547371216465,-6.196671983536785,34.31250578033854
3.429217663679407,-0.8597275679992729,35.34038910960286
6.71206249270143,7.760016790317788,36.78406403432617
17.69062743728612,19.21542521576243,39.10188076239584
29.61595941244156,32.37136954216957,42.2349895421346
28.053745254048778,33.65105852460927,34.448041858260495
22.262092591492124,31.62007519999999,31.62007519999999
16.694595506154762,28.7653112450651,28.7653112450651
25.280854818904967,30.235000099999997,30.235000099999997
19.384828300914894,24.434216766666665,24.434216766666665
16.462278555663588,21.69913621043294,21.69913621043294
9.206304188215984,14.103355655725096,14.103355655725096
11.49980978901277,12.109794544783524,12.109794544783524
11.201748166279074,11.075855655725094,11.075855655725094
14.133527215842621,10.064027878116857,10.064027878116857
17.928217450656255,13.4287001,13.4287001
15.789628516944026,13.04423897683535,13.958044532417398
10.904116216307115,9.380516723044915,14.836316727574868
7.884633762840857,9.561650080599362,21.846933415204262
8.28437201370129,8.350239028095295,29.55500571332682
1.3196021972401666,-0.40211096542867386,29.609333502115884
-0.7218308734201035,-5.831122127242028,31.026755645279945
-2.087175349826406,-10.30315822810669,30.75203903014323
-3.7142823222132253,-13.205622051293126,29.11292240925782
-8.199782450103537,-12.350691463124999,28.459591862070315
1.7712422000842127,-2.731585957753909,33.95255294198567
7.938719436446832,8.352908424136956,37.741288970452466
14.91191986379736,16.087138996070045,36.03783345566732
21.16338429893839,24.84283900216431,34.68596261679342
22.086819806674015,26.159322360743104,26.88483069350423
23.791935086942896,28.751644643766273,28.751644643766273
20.03427987912614,29.14711131145019,29.14711131145019
22.392668828844553,29.508288992532552,29.508288992532552
17.76947363666333,24.768711210432937,24.768711210432937
14.447176859414952,17.8104389885498,17.8104389885498
15.246002559478393,16.647650099999996,16.647650099999996
11.759892501207052,11.17870565521647,11.17870565521647
12.036764873469176,13.24865565521647,13.24865565521647
14.501436092741445,14.263686211450192,14.263686211450192
8.941681881444817,8.623966766666664,8.623966766666664
9.121335888669268,8.71278896949427,9.655600082565712
6.8128235483123785,5.990888966751351,11.420797296238197
1.7513175666893384,0.4793556569012931,12.868338999739581
-0.9249476432090133,-5.100849799410097,16.25153907903076
4.306368407416679,-8.324455474172158,21.75772230839518
2.3433628352569214,-15.194677590265302,21.674866876897784
3.959753353213848,-8.945344204402673,31.921702997135412
-3.759217237286199,-10.647682633408609,31.529719031070965
-8.497005466839086,-10.200822031025389,30.711066803610027
2.241827818780058,0.8182167660579389,37.28701123423828
10.499460293665162,9.206977946672158,38.03248351371419
15.107350178328808,16.403833558096416,35.79131688589844
28.314869372084203,29.07198902271589,38.514911243311566
30.833555131888943,34.53101129784429,35.099689074912106
27.238971861701504,32.429244614869795,32.429244614869795
23.005932309747767,29.15942232290039,29.15942232290039
20.162909959660787,28.07489454376627,28.07489454376627
20.617008656395186,27.085300099999998,27.085300099999998
17.90275907059022,20.99066676666666,20.99066676666666
11.200441760929035,14.501088987532547,14.501088987532547
5.520262309363369,10.666538989567055,10.666538989567055
6.589561831555765,10.291744544274897,10.291744544274897
9.846542362147527,11.507730655216468,11.507730655216468
10.362613452258902,10.590861211450193,10.590861211450193
12.391752451801347,10.782511202126718,11.700461202094928
9.168373294390763,6.004888962362186,11.438738964571531
6.085162638415186,3.0696667529019153,15.533650098505857
-0.35880342441355695,-7.118560976672874,14.205904302270508
1.8154781910698143,-9.903205419617308,20.219811265741374
0.5237579481909986,-16.857916482570804,19.938311324537757
-1.8603443853556416,-18.57843724766642,22.356291872460936
-8.435680781928871,-15.20446657963664,27.106533508610024
-14.598316675190405,-16.06947763991089,24.741172359326168
-5.957818347751194,-9.374433287188719,26.973661224479166
9.400135114674205,9.12527787461995,38.30687236263672
18.179060035709213,18.750941819763437,38.69914736108805
32.46759429044858,32.84303341623942,42.81316675020854
28.000711190268134,34.433877967599024,35.036844633916004
20.002796499015343,31.642427979134112,31.642427979134112
21.609255730020738,30.042244622467447,30.042244622467447
20.21145399576543,25.47946121043294,25.47946121043294
21.369771162269444,23.458911210432944,23.458911210432944
16.819830910104614,18.02955287811686,18.02955287811686
15.89325695183527,17.388788988549802,17.388788988549802
9.047960437588713,13.724594544783526,13.724594544783526
